StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,academic_yes_no,research_yes_no,gender,title,discipline,last_published,academia_length,phd_dissertation,bat_1,bat_2,bat_3,bat_4,ppqr_1,ppqr_2,ppqr_3,ppqr_4,ppqr_5,ppqr_6,ppqr_7,ppqr_8,ppqr_9,ppqr_10,ppqr_11,ppqr_12,ppqr_13,ppqr_14,ppqr_15,ppqr_16,ppqr_17,ppqr_18,jis_1,jis_2,jis_3,jis_4,wlbm_1,wlbm_2,wlbm_3,wlbm_4,copsoq_workload_1,copsoq_workload_2,copsoq_workload_3,copsoq_workload_4,copsoq_workload_5,copsoq_soc_sup_1,copsoq_soc_sup_2,copsoq_soc_sup_3,copsoq_soc_sup_4,copsoq_soc_sup_5,copsoq_soc_sup_6,copsoq_oppor_1,copsoq_oppor_2,copsoq_oppor_3,attention_2,qrp_attitude_1,qrp_attitude_2,qrp_attitude_3,qrp_attitude_4,qrp_attitude_5,qrp_attitude_6,qrp_attitude_7,qrp_attitude_8,copsoq_infl_1,copsoq_infl_2,copsoq_infl_3,copsoq_infl_4,copsoq_infl_5,copsoq_infl_6,copsoq_meaning_1,copsoq_meaning_2,role_ambiguity_1,role_ambiguity_2,role_ambiguity_3,role_ambiguity_4,role_ambiguity_5,role_ambiguity_6,role_ambiguity_7,role_ambiguity_8,role_ambiguity_9,role_ambiguity_10,role_ambiguity_11,role_ambiguity_12,pay_satisfaction_1,pay_satisfaction_2,tool_satisfaction_1,tool_satisfaction_2,general_satisfaction_1,general_satisfaction_2,open_time
2025-04-07 12:07:46,2025-04-07 12:17:12,IP Address,100,566,True,2025-04-07 12:17:13,R_4NZCPupQBQGqDL3,email,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Rarely,Rarely,Rarely,Sometimes,Agree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Rarely,Sometimes,Sometimes,Rarely,Rarely,Often,Always,Often,Often,Often,Often,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly dissatisfied,Slightly dissatisfied,Dissatisfied,Slightly satisfied,Satisfied,Slightly satisfied,Agree
2025-04-07 12:12:03,2025-04-07 12:41:10,IP Address,100,1746,True,2025-04-07 12:41:11,R_8KI0FcfG36U5Um2,email,EN,Yes,Yes,Yes,Man,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Rarely,Never,Rarely,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Sometimes,Rarely,Often,Rarely,Sometimes,Rarely,Never,Often,Sometimes,Sometimes,Always,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Often,Sometimes,Always,Always,Always,Often,Always,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Satisfied,Satisfied,Slightly satisfied,Disagree
2025-04-07 09:43:27,2025-04-07 12:43:12,IP Address,100,10784,True,2025-04-07 12:43:12,R_2jkNWFDSrN7Szgl,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Sometimes,Sometimes,Rarely,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Rarely,Rarely,Rarely,Often,Rarely,Often,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Often,Strongly disagree,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Often,Often,Often,Often,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Disagree,Disagree,Agree,Disagree,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Disagree
2025-04-07 12:47:20,2025-04-07 12:58:07,IP Address,100,646,True,2025-04-07 12:58:07,R_2ZIyuCM8usPpL6E,email,EN,Yes,Yes,Yes,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,3-4 articles,Sometimes,Sometimes,Rarely,Rarely,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Always,Often,Often,Always,Rarely,Often,Always,Often,Always,Always,Sometimes,Never,Sometimes,Sometimes,Strongly agree,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Never,Never,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Agree,Disagree,Agree,Slightly agree,Agree,Slightly agree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Strongly disagree,Slightly dissatisfied,Slightly dissatisfied,Slightly satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Disagree
2025-04-07 12:59:27,2025-04-07 12:59:45,IP Address,100,18,True,2025-04-07 12:59:45,R_5pY9aKlcf7c5XzZ,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 12:58:32,2025-04-07 13:08:56,IP Address,100,623,True,2025-04-07 13:08:57,R_1GThFb9BiNoo5ZJ,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Always,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Always,Sometimes,Often,Strongly agree,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Somewhat acceptable,Often,Often,Sometimes,Often,Often,Often,Often,Sometimes,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Slightly disagree,Satisfied,Satisfied,Satisfied,Slightly dissatisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 13:19:30,2025-04-07 13:20:12,IP Address,100,42,True,2025-04-07 13:20:13,R_1QYApSkbq1hPAhB,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:05:49,2025-04-07 13:20:18,IP Address,100,869,True,2025-04-07 13:20:19,R_5zzRkEOccDNMwYo,email,EN,Yes,Yes,Yes,Woman,Full Professor,Non-STEM,This year,More than 10 years,,Never,Never,Never,Never,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Rarely,Rarely,Often,Rarely,Always,Always,Sometimes,Always,Always,Sometimes,Often,Always,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Often,Always,Always,Often,Always,Always,Always,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Satisfied,Satisfied,Satisfied,Satisfied,Very satisfied,Very satisfied,Agree
2025-04-07 13:18:10,2025-04-07 13:27:04,IP Address,100,534,True,2025-04-07 13:27:05,R_53TzepGUSIfdLjb,email,EN,Yes,Yes,Yes,Man,Associate Professor,Non-STEM,This year,More than 10 years,,Sometimes,Never,Never,Never,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Rarely,Rarely,Often,Rarely,Always,Rarely,Rarely,Sometimes,Always,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Often,Often,Often,Always,Always,Always,Strongly agree,Neither agree nor disagree,Slightly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Satisfied,Satisfied,Dissatisfied,Slightly dissatisfied,Satisfied,Slightly satisfied,Agree
2025-04-07 13:28:08,2025-04-07 13:28:33,IP Address,100,24,True,2025-04-07 13:28:33,R_5WVg7fFu4mc71AQ,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:28:43,2025-04-07 13:29:20,IP Address,100,36,True,2025-04-07 13:29:20,R_3HF9gx5vLNgOHq9,email,EN,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:31:34,2025-04-07 13:37:46,IP Address,100,371,True,2025-04-07 13:37:47,R_7szP13cA6dBgE13,email,EN,Yes,Yes,Yes,Man,Full Professor,Non-STEM,This year,More than 10 years,,Rarely,Rarely,Never,Sometimes,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Often,Often,Always,Never,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Rarely,Sometimes,Rarely,Rarely,Often,Often,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Agree
2025-04-07 13:31:07,2025-04-07 13:40:26,IP Address,100,559,True,2025-04-07 13:40:26,R_8fivaOPuYUTawkm,email,EN,Yes,Yes,Yes,Man,Full Professor,Non-STEM,In the last year,More than 10 years,,Sometimes,Rarely,Rarely,Rarely,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Sometimes,Rarely,Rarely,Often,Rarely,Always,Always,Rarely,Always,Often,Rarely,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Always,Always,Often,Always,Always,Always,Often,Often,Agree,Agree,Agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Satisfied,Satisfied,Satisfied,Agree
2025-04-07 13:24:21,2025-04-07 13:44:25,IP Address,100,1204,True,2025-04-07 13:44:25,R_2FQWf9RlVhVLx7k,email,EN,Yes,Yes,Yes,Man,This does not apply to me,Non-STEM,This year,6-10 years,,Rarely,Never,Rarely,Rarely,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Rarely,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Slightly disagree,Disagree,Slightly disagree,Agree,Slightly agree,Neither agree nor disagree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 13:05:19,2025-04-07 13:51:33,IP Address,100,2773,True,2025-04-07 13:51:33,R_65GhbtzvtBhyLUX,email,EN,Yes,Yes,Yes,Man,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Sometimes,Rarely,Never,Sometimes,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Often,Often,Often,Often,Rarely,Always,Always,Always,Always,Always,Always,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Often,Always,Sometimes,Often,Often,Sometimes,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly dissatisfied,Slightly satisfied,Slightly dissatisfied,Slightly satisfied,Slightly dissatisfied,Dissatisfied,Agree
2025-04-07 13:53:00,2025-04-07 13:53:23,IP Address,100,23,True,2025-04-07 13:53:24,R_9MKewrfMZE4lbvb,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:54:29,2025-04-07 13:54:41,IP Address,100,11,True,2025-04-07 13:54:41,R_9EskFWcXRRhNHt3,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:54:55,2025-04-07 13:54:58,IP Address,100,3,True,2025-04-07 13:54:59,R_9CHMDj9YtJ5khju,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:55:05,2025-04-07 13:55:10,IP Address,100,4,True,2025-04-07 13:55:10,R_9v8R2HHOFxmnoUN,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 13:33:49,2025-04-07 13:55:58,IP Address,100,1328,True,2025-04-07 13:55:58,R_3D06MmT2RV9V9Sb,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,This year,6-10 years,,Sometimes,Sometimes,Often,Often,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Often,Strongly agree,Completely acceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Always,Always,Often,Always,Always,Always,Always,Always,Agree,Slightly agree,Disagree,Slightly disagree,Agree,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,Disagree,Slightly disagree,Strongly disagree,Slightly satisfied,Slightly satisfied,Slightly dissatisfied,Slightly dissatisfied,Slightly satisfied,Slightly satisfied,Disagree
2025-04-07 13:45:15,2025-04-07 13:57:37,IP Address,100,742,True,2025-04-07 13:57:38,R_7iOi9AhBLx62QSZ,email,EN,Yes,Yes,Yes,Woman,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Rarely,Rarely,Rarely,Rarely,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Rarely,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Often,Often,Rarely,Sometimes,Often,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Often,Often,Often,Often,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 13:44:06,2025-04-07 14:03:05,IP Address,100,1138,True,2025-04-07 14:03:05,R_2DOGciXhC0jRMCz,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,This year,6-10 years,,Never,Never,Rarely,Rarely,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Always,Always,Always,Never,Rarely,Always,Always,Rarely,Always,Always,Always,Often,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Always,Always,Always,Often,Often,Agree,Disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Disagree,Agree,Agree,Slightly disagree,Strongly disagree,Very dissatisfied,Dissatisfied,Very dissatisfied,Very satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 13:55:39,2025-04-07 14:04:48,IP Address,100,549,True,2025-04-07 14:04:49,R_8EbbgqFJEe0J1c8,email,EN,Yes,Yes,Yes,Man,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Often,Rarely,Sometimes,Sometimes,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Often,Often,Sometimes,Rarely,Always,Always,Often,Often,Always,Always,Often,Often,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Satisfied,Satisfied,Agree
2025-04-07 14:02:31,2025-04-07 14:11:00,IP Address,100,509,True,2025-04-07 14:11:01,R_8PSs9Id4FJHiskr,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,"STEM (science, technology, engineering, mathematics)",In the last year,6-10 years,,Often,Sometimes,Sometimes,Often,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Often,Sometimes,Often,Rarely,Rarely,Always,Always,Sometimes,Always,Always,Often,Often,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Always,Always,Often,Always,Sometimes,Always,Sometimes,Sometimes,Strongly disagree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Very satisfied,Very satisfied,Very dissatisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 14:11:51,2025-04-07 14:21:23,IP Address,100,572,True,2025-04-07 14:21:24,R_1D6ztLH5SJLlOSi,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Never,Rarely,Rarely,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Often,Often,Often,Never,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Often,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Slightly disagree,Agree,Neither agree nor disagree,Agree,Slightly agree,Neither agree nor disagree,Disagree,Very satisfied,Very satisfied,Dissatisfied,Dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 14:19:51,2025-04-07 14:30:25,IP Address,100,633,True,2025-04-07 14:30:25,R_33uBDFonSj1MjS1,email,EN,Yes,Yes,Yes,Man,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Rarely,Never,Rarely,Never,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Sometimes,Never,Rarely,Often,Rarely,Always,Always,Often,Always,Always,Often,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Always,Always,Often,Always,Always,Always,Always,Always,Slightly agree,Slightly disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Dissatisfied,Dissatisfied,Dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Agree
